"store_id","state","dept_id","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday"
"CA_4","CA","HOUSEHOLD_2",-0.0237661748302016,-0.0662727886205041,-0.0762126471058873,-0.0863314412413142,-0.0119238927315354,0.11262241581175,0.126700341918128
"TX_1","TX","FOODS_1",-0.0916471648241449,-0.0896958721488172,-0.0497615508057528,-0.0416487148780489,0.00978087145686865,0.118501875839694,0.118682245209345
"TX_1","TX","FOODS_2",0.0106805985126646,-0.0867864915816236,-0.0986770383606618,-0.130637181363093,-0.0828819106483688,0.106770213273324,0.22626204705621
"TX_1","TX","FOODS_3",-0.0364388433961591,-0.123805339216006,-0.131851714609705,-0.122867571539573,-0.0499803139743016,0.158931296351324,0.235698196608955
"TX_1","TX","HOBBIES_1",-0.0762809241489446,-0.146964146532125,-0.157121790238388,-0.121820991090481,0.0335266940648063,0.177442967470698,0.215068768702875
"TX_1","TX","HOBBIES_2",-0.0407510412164091,-0.0297663772375911,-0.0036821419896797,-0.0105396762387665,-0.149549780975432,0.0590647895245237,0.148938539086175
"TX_1","TX","HOUSEHOLD_1",-0.0592197224935105,-0.143342606810577,-0.149075314858304,-0.154441159209357,-0.0313581766771016,0.207392582059353,0.239496264772969
"TX_1","TX","HOUSEHOLD_2",-0.088321024632518,-0.134691901354121,-0.119045749848396,-0.11218378760312,-0.0330230667472112,0.189918954707193,0.223237464513394
"TX_2","TX","FOODS_1",-0.110543058260558,-0.122472626301001,-0.0880090784862043,-0.0437126742470957,0.0474551827533376,0.166755103020431,0.109322580595598
"TX_2","TX","FOODS_2",0.066657147796379,-0.0846463887322838,-0.122506263879498,-0.13565409007178,-0.0977705086685126,0.0801882022514,0.232884845098164
"TX_2","TX","FOODS_3",-0.0319567547770308,-0.141139254288888,-0.145656902179741,-0.130732444135405,-0.0251487023003387,0.179570777944547,0.2208218007474
"TX_2","TX","HOBBIES_1",-0.0681905325807982,-0.15524175052885,-0.119133488854802,-0.120019792748854,0.0319473892473767,0.188986913950421,0.176187948424718
"TX_2","TX","HOBBIES_2",-0.0579007590185443,-0.0624971218619986,-0.00472442759989531,0.0013013370037743,-0.0150337972587566,0.0413703831943392,0.0884664915997447
"TX_2","TX","HOUSEHOLD_1",-0.0391998090182248,-0.158037113370949,-0.152962460275121,-0.138143699698648,0.00771972118594954,0.206530679449413,0.195589031369675
"TX_2","TX","HOUSEHOLD_2",-0.097061915467285,-0.165361076043198,-0.161503562895263,-0.104937532937381,0.018825491338753,0.217837142600262,0.206218446111175
"TX_3","TX","FOODS_1",-0.0958090044180475,-0.0721866321612435,-0.0434309109970767,-0.0317020931650813,0.1012035232669,0.113664547504909,0.00723944760853483
"TX_3","TX","FOODS_2",0.077422640182487,-0.0356455404385561,-0.0855931244722684,-0.0991525863617617,-0.0940938674049441,0.0463234570264224,0.158778015283366
"TX_3","TX","FOODS_3",0.00274105660687667,-0.10941239756893,-0.133828803796772,-0.126475521407524,-0.0363008529496308,0.140313616705651,0.205424693079417
"TX_3","TX","HOBBIES_1",-0.0379548964560834,-0.111033564021548,-0.128434672868517,-0.110616567226381,0.00838680618349488,0.162522589219232,0.166264778526961
"TX_3","TX","HOBBIES_2",-0.0208475141468406,-0.0341133088273447,0.0522234668742334,-0.00572350329616429,-0.0490429100749432,0.0148610015428102,0.0382380140924654
"TX_3","TX","HOUSEHOLD_1",-0.0101024980320494,-0.118862376618871,-0.146606290335122,-0.142180291715225,-6.87367340644039e-06,0.19610540510412,0.158896897915186
"TX_3","TX","HOUSEHOLD_2",-0.0640141511785675,-0.136108646279116,-0.125982890043402,-0.113283072482864,0.0130515748525379,0.188833580278788,0.175447442130692
"WI_1","WI","FOODS_1",-0.161255360066181,-0.11033622001118,-0.105514092411888,-0.0915127705514538,0.09359803645111,0.263458444430771,0.0388851506062107
"WI_1","WI","FOODS_2",-0.0713526277895057,-0.160266031794614,-0.156485710143913,-0.193641645267821,-0.0256156344029818,0.241375138121403,0.252604816650049
"WI_1","WI","FOODS_3",-0.158968865725538,-0.18421537105891,-0.155307487222335,-0.134937339770552,0.0594628114957308,0.282394714320565,0.178305401964295
"WI_1","WI","HOBBIES_1",-0.205361905615818,-0.206971927400644,-0.149743056320275,-0.143602191212905,0.0974916536404194,0.397141300760814,0.0510968372472909
"WI_1","WI","HOBBIES_2",-0.132535562646104,-0.0950720168020595,-0.100634208337334,-0.0928557740079557,0.0228870906920884,0.243980106602978,0.0933583014488512
"WI_1","WI","HOUSEHOLD_1",-0.172181966418404,-0.219886210039395,-0.173135278338626,-0.163041921333168,0.0771972303266659,0.339606934700996,0.163252641218955
"WI_1","WI","HOUSEHOLD_2",-0.157520043576984,-0.176730822715799,-0.143330738372261,-0.130809579214636,0.0721484692903237,0.290557120264277,0.139273885292046
"WI_2","WI","FOODS_1",-0.0902640362556365,-0.060876314474857,-0.0313933334469273,-0.0423074936276059,0.0808434782235429,0.141523986863615,-0.0194349798084761
"WI_2","WI","FOODS_2",-0.00175718470336298,-0.0188552115152308,-0.0431002256542484,-0.0601874798052537,-0.0469397276510823,0.0794457067471452,0.0800160953417625
"WI_2","WI","FOODS_3",-0.045855289426777,-0.0754996007846888,-0.0671215203698615,-0.0708716051820361,0.00678261576272764,0.137120758747229,0.0915343920564172
"WI_2","WI","HOBBIES_1",-0.0849649462858664,-0.0976548767438775,-0.0501264316418274,-0.0687423402160568,0.0749295047722188,0.208723097284559,-0.0216362678038399
"WI_2","WI","HOBBIES_2",-0.0335084977423847,-0.0864335704410851,0.0292192421300099,-0.03023020950009,0.110193619275405,0.0671991456473259,-0.0728374711534312
"WI_2","WI","HOUSEHOLD_1",-0.118924876612605,-0.137891588300921,-0.1004291157133,-0.059710290759563,0.154583027060868,0.207000867122742,-0.00396289237039703
"WI_2","WI","HOUSEHOLD_2",-0.113538793166172,-0.127570860120971,-0.109280381385199,-0.0576282757215122,0.0885648965984261,0.203027875113477,0.0652456402808201
"WI_3","WI","FOODS_1",-0.160186656542478,-0.0743954078832732,-0.0882877575524185,-0.0564827280857575,0.0910405592166949,0.198552143919025,0.0420728627027467
"WI_3","WI","FOODS_2",-0.00187685174172026,-0.0738025770932862,-0.10040379730504,-0.106970561629296,-0.0400849206069843,0.137804112303031,0.148328667885258
"WI_3","WI","FOODS_3",-0.0676229965025195,-0.112288540188518,-0.146919892258328,-0.129506738088679,0.017132839544021,0.205075266755226,0.167830921618623
"WI_3","WI","HOBBIES_1",-0.0880353674349851,-0.132965637456461,-0.0815492845368438,-0.116957071174483,0.163450114964074,0.188957550719635,0.0106123780868263
"WI_3","WI","HOBBIES_2",-0.112823422064852,-0.0478646531381071,-0.0174354602281251,-0.0334910489724278,0.0614076928503678,0.101182181622042,0.0327897501747622
"WI_3","WI","HOUSEHOLD_1",-0.095574440631922,-0.169610163978333,-0.195466351256422,-0.152584278135274,0.104497637993757,0.257075831127476,0.148890883935572
"WI_3","WI","HOUSEHOLD_2",-0.119148534842938,-0.167698886138892,-0.177672500594546,-0.124301486444569,0.107394257759475,0.231855598651328,0.15698240438119
